,species,stage,PC1,PC2,PC3,D,WD,HD,UD,size,stage_ma,order,family,color
10992,Retites semiretia,Bashkirian,0.034718375,-0.213354816,0.004991012,17.5,0.571428571,0.365714286,0.382857143,765.625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10993,Retites semiretia,Bashkirian,0.008294364,-0.291995865,0.007735187,17.3,0.612716763,0.329479769,0.445086705,793.1185,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10994,Retites semiretia,Bashkirian,0.009519011,-0.283274657,-0.003351527,17.3,0.606936416,0.323699422,0.433526012,785.63625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10995,Retites semiretia,Bashkirian,0.011731402,-0.235910919,0.014623287,17.1,0.573099415,0.356725146,0.415204678,716.4045,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10996,Retites semiretia,Bashkirian,-0.006680812,-0.241036854,0.013955708,17,0.564705882,0.347058824,0.429411765,693.6,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10997,Retites semiretia,Bashkirian,-0.053746708,-0.319219438,-0.019516489,16.9,0.591715976,0.272189349,0.485207101,714.025,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10998,Retites semiretia,Bashkirian,0.00104819,-0.335987454,-0.005834558,16.7,0.640718563,0.299401198,0.467065868,746.03075,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10999,Retites semiretia,Bashkirian,-0.112945263,-0.309455553,0.033248441,16.5,0.545454545,0.296969697,0.545454545,612.5625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11000,Arkanites relictus,Bashkirian,0.079823646,-0.175878075,-0.005633543,23.2,0.573275862,0.387931034,0.327586207,1789.648,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11001,Retites semiretia,Bashkirian,-0.067820149,-0.241580015,-0.007138392,16.4,0.524390244,0.304878049,0.457317073,578.264,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11002,Retites semiretia,Bashkirian,-0.051386397,-0.22698751,-0.006560607,16.4,0.524390244,0.317073171,0.43902439,578.264,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11003,Retites semiretia,Bashkirian,-0.089230584,-0.281232064,6.78E-05,16.3,0.539877301,0.288343558,0.496932515,584.518,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11004,Retites semiretia,Bashkirian,-0.007641224,-0.290886017,-0.004911133,16.3,0.601226994,0.312883436,0.447852761,650.9405,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11005,Retites semiretia,Bashkirian,-0.04406586,-0.266727869,-0.000877808,16.1,0.559006211,0.310559006,0.459627329,583.2225,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11006,Retites semiretia,Bashkirian,-0.08032463,-0.266338105,-0.009240429,15.9,0.534591195,0.289308176,0.477987421,537.22125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11007,Retites semiretia,Bashkirian,0.028872277,-0.368439198,0.007574823,15.8,0.683544304,0.310126582,0.474683544,674.028,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11008,Retites semiretia,Bashkirian,0.009166083,-0.242245617,-0.014128066,15.8,0.575949367,0.329113924,0.405063291,567.931,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11009,Retites semiretia,Bashkirian,-0.108690217,-0.310883989,-0.017838961,15.3,0.549019608,0.254901961,0.516339869,491.589,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11010,Retites semiretia,Bashkirian,0.049023532,-0.205600618,0.010840486,15.3,0.575163399,0.379084967,0.37254902,514.998,319.2,Goniatitida,Reticuloceratidae,#99C2B6
11011,Pseudaspidoceras flexuosum,Turonian,-0.095111611,-0.050699992,0.010465289,220,0.363636364,0.377272727,0.377272727,968000,91.85,Ammonitida,Acanthoceratidae,#BFE35D
11012,Pseudaspidoceras flexuosum,Turonian,-0.191693453,-0.004045841,-0.064424963,212,0.264150943,0.29245283,0.372641509,629216,91.85,Ammonitida,Acanthoceratidae,#BFE35D
11013,Xiaoqiaoceras americanum,Olenekian,0.033067448,0.029143922,-0.009162866,21.6,0.388888889,0.439814815,0.240740741,979.776,249.2,Ceratitida,Proptychitidae,#B051A5
11014,Wyomingites aplanatus,Olenekian,-0.233191405,0.040625356,-0.015644027,28.5,0.203508772,0.333333333,0.4,1177.7625,249.2,Ceratitida,Dieneroceratidae,#B051A5
11015,Wyomingites aplanatus,Olenekian,-0.183537288,0.07436706,-0.010903005,35.5,0.211267606,0.369014085,0.352112676,2362.96875,249.2,Ceratitida,Dieneroceratidae,#B051A5
11016,Minersvillites farai,Olenekian,-0.202502956,0.051218442,0.018273544,68,0.216176471,0.377941176,0.392647059,16993.2,249.2,Ceratitida,Arctoceratidae,#B051A5
11018,Arctoprionites resseri,Olenekian,-0.016477979,0.155227452,-0.004184326,115,0.26173913,0.469565217,0.204347826,99518.125,249.2,Ceratitida,Prionitidae,#B051A5
11019,Owenites koeneni,Olenekian,0.0352599,0.224900118,-0.026653933,36.5,0.243835616,0.495890411,0.120547945,2964.25625,249.2,Ceratitida,Melagathiceratidae,#B051A5
11020,Alocolytoceras dorcadis,Toarcian,0.037464451,-0.017412736,0.056447727,28.1,0.427046263,0.480427046,0.298932384,2368.83,178.4,Ammonitida,Lytoceratidae,#99CEE3
11021,Alocolytoceras dorcadis,Toarcian,-0.083429759,0.017629239,-0.055885178,29.7,0.31986532,0.35016835,0.296296296,2094.96375,178.4,Ammonitida,Lytoceratidae,#99CEE3
11022,Alocolytoceras dorcadis,Toarcian,-0.060841888,0.016628395,-0.031266537,27.4,0.335766423,0.379562044,0.295620438,1726.748,178.4,Ammonitida,Lytoceratidae,#99CEE3
11023,Alocolytoceras ophioneum,Toarcian,-0.127171373,0.000338215,0.03584121,23,0.304347826,0.404347826,0.382608696,925.75,178.4,Ammonitida,Lytoceratidae,#99CEE3
11024,Alocolytoceras ophioneum,Toarcian,-0.125420182,-0.01019142,0.009890426,34.8,0.313218391,0.379310345,0.373563218,3300.084,178.4,Ammonitida,Lytoceratidae,#99CEE3
11025,Alocolytoceras ophioneum,Toarcian,-0.050936896,-0.01959045,0.149528756,17,0.370588235,0.523529412,0.405882353,455.175,178.4,Ammonitida,Lytoceratidae,#99CEE3
11026,Alocolytoceras ophioneum,Toarcian,-0.083546334,0.068917501,0.04062233,35.1,0.282051282,0.45014245,0.319088319,3049.22475,178.4,Ammonitida,Lytoceratidae,#99CEE3
11027,Alocolytoceras dorcadis,Toarcian,-0.055832157,-0.028503778,0.025071639,62.7,0.373205742,0.41307815,0.3476874,22998.0465,178.4,Ammonitida,Lytoceratidae,#99CEE3
11028,Alocolytoceras coarctatum,Toarcian,-0.071429483,-0.080124828,0.05355905,36.6,0.401639344,0.412568306,0.401639344,4922.883,178.4,Ammonitida,Lytoceratidae,#99CEE3
11029,Alocolytoceras coarctatum,Toarcian,-0.117313933,-0.111466905,0.034330249,43.6,0.394495413,0.366972477,0.438073394,8174.128,178.4,Ammonitida,Lytoceratidae,#99CEE3
11030,Alocolytoceras dorcadis,Toarcian,-0.110858136,-0.021931268,-0.021926177,17.8,0.331460674,0.353932584,0.353932584,467.339,178.4,Ammonitida,Lytoceratidae,#99CEE3
11031,Alocolytoceras dorcadis,Toarcian,-0.095661465,-0.059945164,0.039294748,10.8,0.37037037,0.398148148,0.398148148,116.64,178.4,Ammonitida,Lytoceratidae,#99CEE3
11032,Alocolytoceras coarctatum,Toarcian,-0.065814081,-0.011775812,-0.026018335,44.1,0.353741497,0.371882086,0.317460317,7584.759,178.4,Ammonitida,Lytoceratidae,#99CEE3
11034,Hypophylloceras perlobatum,Valanginian,0.171533546,0.198855945,0.016661584,74,0.354054054,0.577027027,0.071621622,35867.8,136.35,Phylloceratida,Phylloceratidae,#99D36A
11035,Ptychophylloceras diphyllum,Valanginian,0.214633342,0.087301477,0.028202838,26.6,0.466165414,0.563909774,0.112781955,2193.436,136.35,Phylloceratida,Phylloceratidae,#99D36A
11036,Lytoceras richei,Valanginian,0.072893003,-0.033396598,0.007280814,46.3,0.462203024,0.447084233,0.259179266,11468.7415,136.35,Ammonitida,Lytoceratidae,#99D36A
11037,Neolissoceras grasianus,Valanginian,-0.082958128,0.149451582,-0.126440817,82.3,0.221142163,0.337788578,0.184690158,30818.4695,136.35,Ammonitida,Haploceratidae,#99D36A
11038,Jeanthieuloyites keyserlingiformis,Valanginian,0.0755434,-0.194921433,-0.001990534,73.2,0.584699454,0.382513661,0.342896175,57333.168,136.35,Ammonitida,Holcodiscidae,#99D36A
11039,Jeanthieuloyites nodosus,Valanginian,0.103440282,-0.047159998,0.011274703,62.5,0.4928,0.4576,0.2496,30078.125,136.35,Ammonitida,Holcodiscidae,#99D36A
11040,Jeanthieuloyites trapezoidalis,Valanginian,0.072825139,-0.176345419,-0.173657839,48.6,0.567901235,0.242798354,0.242798354,16297.524,136.35,Ammonitida,Holcodiscidae,#99D36A
11041,Olcostephanus catulloi,Valanginian,0.110979742,-0.1361728,0.0335362,24.8,0.564516129,0.447580645,0.306451613,2152.64,136.35,Ammonitida,Olcostephanidae,#99D36A
11042,Olcostephanus catulloi,Valanginian,0.034965923,-0.117736066,-0.008150146,54,0.5,0.388888889,0.322222222,19683,136.35,Ammonitida,Olcostephanidae,#99D36A
11043,Subastieria balkanica,Valanginian,0.059742033,-0.188125556,0.014079987,26,0.569230769,0.392307692,0.357692308,2501.2,136.35,Ammonitida,Olcostephanidae,#99D36A
11044,Subastieria inordinata,Valanginian,0.166879734,-0.182487529,-0.023124893,39,0.635897436,0.405128205,0.266666667,9430.2,136.35,Ammonitida,Olcostephanidae,#99D36A
11045,Eleniceras transsylvanicum,Valanginian,0.003495757,0.019685494,0.02783017,47.8,0.376569038,0.456066946,0.284518828,10281.78,136.35,Ammonitida,Neocomitidae,#99D36A
11046,Sabbaiceras stefanescui,Valanginian,-0.005428113,-0.025652894,0.011162072,45,0.404444444,0.422222222,0.306666667,9213.75,136.35,Ammonitida,Neocomitidae,#99D36A
11047,Rodighieroites cardulus,Valanginian,-0.122545675,-0.079595151,0.004411217,81.2,0.366995074,0.350985222,0.407635468,49121.128,136.35,Ammonitida,Neocomitidae,#99D36A
11048,Crioceratites heterocostatus,Valanginian,-0.218210199,-0.02700284,0.075631072,65,0.264615385,0.392307692,0.476923077,18167.5,136.35,Ammonoidea,Crioceratitidae,#99D36A
11050,Mortoniceras (Submortoniceras) buttense,Campanian,-0.053591768,0.138182351,0.019366129,64,0.25,0.46875,0.25,16384,77.85,NA,NA,#E6F47F
11051,Kossmaticeras (Madrasites) voyanum,Cenomanian,-0.028464549,0.004340856,0.002666971,60,0.366666667,0.416666667,0.3,19800,97.2,Ammonitida,Kossmaticeratidae,#B3DE53
11052,Pachydiscus (Neodesmoceras) princeps,Maastrichtian,0.125434978,0.01600352,-0.008141021,508,0.46003937,0.472440945,0.18996063,15077389.2,69.05,Ammonitida,Pachydiscidae,#F2FA8C
11053,Pervinquieria gainesana,Cenomanian,-0.125745225,-0.015115407,0.007029881,120,0.316666667,0.375,0.375,136800,97.2,Ammonitida,Brancoceratidae,#B3DE53
11054,Stoliczkaia praecursor,Cenomanian,0.034803627,0.065477954,0.026093287,84,0.363095238,0.483333333,0.238095238,53802,97.2,Ammonitida,Lyelliceratidae,#B3DE53
11057,Bamyaniceras orientale,Wordian,0.095196179,0.319860747,-0.001893531,23.5,0.212765957,0.574468085,0.042553191,690.3125,266.95,Prolecanitida,Medlicottiidae,#FB8D76
11060,Thurmannites miquihuanensis,Valanginian,-0.137142623,-0.037888034,0.000135932,230,0.326086957,0.356521739,0.391304348,991875,136.35,Ammonitida,Neocomitidae,#99D36A
11061,Thurmannites novihispanicus,Valanginian,-0.062614594,0.086449279,0.005301629,92,0.282608696,0.434782609,0.277173913,55016,136.35,Ammonitida,Neocomitidae,#99D36A
11062,Olcostephanus filifer,Hauterivian,0.145915706,-0.024850957,0.016722822,115,0.504347826,0.486956522,0.213043478,191762.5,131.15,Ammonitida,Olcostephanidae,#A6D975
11063,Thurmannites angusticostatus,Valanginian,-0.003080385,0.036010663,0.028645613,50,0.36,0.46,0.28,11250,136.35,Ammonitida,Neocomitidae,#99D36A
11064,Olcostephanus sanlazarensis,Valanginian,0.184142285,-0.128279304,-0.034919378,89,0.606741573,0.421348315,0.219101124,106933.5,136.35,Ammonitida,Olcostephanidae,#99D36A
11065,Olcostephanus bakeri,Valanginian,0.149897696,-0.088568263,-0.049565024,83,0.554216867,0.409638554,0.210843373,79223.5,136.35,Ammonitida,Olcostephanidae,#99D36A
11066,Olcostephanus prorsiradiatus,Valanginian,0.181076614,-0.094959341,-0.001900381,100,0.58,0.46,0.22,145000,136.35,Ammonitida,Olcostephanidae,#99D36A
11067,Juresanites jacksoni,Sakmarian,0.16118426,-0.333609007,0.051846572,11.4,0.745614035,0.412280702,0.394736842,276.165,292.8,Goniatitida,Metalegoceratidae,#E36F5C
11068,Leopoldia truncata,Hauterivian,0.175829247,0.237226296,0.039695593,67,0.328358209,0.611940299,0.059701493,24689.5,131.15,Ammonitida,Neocomitidae,#A6D975
11069,Parasaynoceras mexicanum,Barremian,0.184908882,-0.038744436,0.003851766,18.5,0.540540541,0.486486486,0.189189189,855.625,127.2,Ammonitida,Holcodiscidae,#B3DF7F
11070,Maderia casitensis,Hauterivian,0.21655438,-0.291830777,0.01895818,27.3,0.750915751,0.421245421,0.318681319,3819.61125,131.15,Ammonitida,Olcostephanidae,#A6D975
11071,Mexicanoceras laticostatum,Hauterivian,0.181648944,-0.121102093,0.00888057,20,0.6,0.46,0.24,1200,131.15,Ammonitida,Olcostephanidae,#A6D975
11072,Mexicanoceras multicostatum,Hauterivian,0.186145539,-0.041038539,-0.030427419,17.5,0.542857143,0.457142857,0.171428571,727.34375,131.15,Ammonitida,Olcostephanidae,#A6D975
11094,Amaltheus gibbosus,Pliensbachian,-0.150816605,-0.045038338,0.016282256,34.95,0.322460658,0.36223176,0.412589413,3441.583294,186.75,Ammonitida,Amaltheidae,#80C5DD
11095,Amaltheus margaritatus,Pliensbachian,-0.139593923,0.093803633,0.035859086,37.4,0.226203209,0.432887701,0.338235294,2958.3774,186.75,Ammonitida,Amaltheidae,#80C5DD
11096,Amaltheus margaritatus,Pliensbachian,-0.159354247,0.081153455,0.023916769,44.95,0.22246941,0.410456062,0.351501669,5051.25625,186.75,Ammonitida,Amaltheidae,#80C5DD
11097,Amaltheus gibbosus,Pliensbachian,-0.069247889,-0.004448642,0.022376447,22.12,0.346292948,0.414104882,0.341320072,936.998776,186.75,Ammonitida,Amaltheidae,#80C5DD
11098,Amaltheus margaritatus,Pliensbachian,-0.10750756,0.157541005,0.007516426,40.62,0.199655342,0.444362383,0.267109798,3345.343371,186.75,Ammonitida,Amaltheidae,#80C5DD
11099,Amaltheus margaritatus,Pliensbachian,-0.037509635,0.061059817,0.031810319,14.54,0.318431912,0.458046768,0.28954608,244.708927,186.75,Ammonitida,Amaltheidae,#80C5DD
11100,Amaltheus gibbosus,Pliensbachian,-0.044495884,0.03604461,-0.006175915,15.5,0.332258065,0.414193548,0.287741935,309.321875,186.75,Ammonitida,Amaltheidae,#80C5DD
11101,Amaltheus gibbosus,Pliensbachian,-0.000495371,-0.054114452,0.024708433,16.5,0.429090909,0.425454545,0.326666667,481.8825,186.75,Ammonitida,Amaltheidae,#80C5DD
11102,Amaltheus margaritatus,Pliensbachian,-0.088342926,0.092628692,0.054614546,24.5,0.26122449,0.468571429,0.316326531,960.4,186.75,Ammonitida,Amaltheidae,#80C5DD
11103,Amaltheus margaritatus,Pliensbachian,-0.040646235,0.011452805,0.053202723,20.08,0.353585657,0.457171315,0.330677291,715.69136,186.75,Ammonitida,Amaltheidae,#80C5DD
11105,Amaltheus gibbosus,Pliensbachian,-0.181583775,0.036785232,-0.018673586,32.25,0.240620155,0.349767442,0.367751938,2017.72125,186.75,Ammonitida,Amaltheidae,#80C5DD
11106,Amaltheus gibbosus,Pliensbachian,-0.019201104,0.009577185,-0.003103218,15.48,0.368863049,0.417312661,0.288113695,342.072396,186.75,Ammonitida,Amaltheidae,#80C5DD
11108,Amaltheus gibbosus,Pliensbachian,-0.146496777,0.048944171,0.035419517,44.52,0.255166217,0.413746631,0.367475292,5628.966336,186.75,Ammonitida,Amaltheidae,#80C5DD
11110,Amaltheus gibbosus,Pliensbachian,-0.099340147,0.080771725,0.030263309,34.23,0.262635115,0.43938066,0.316973415,2633.379793,186.75,Ammonitida,Amaltheidae,#80C5DD
11114,Amaltheus gibbosus,Pliensbachian,-0.143572032,0.002574542,0.021207383,30.34,0.291694133,0.386288728,0.383981543,2036.640765,186.75,Ammonitida,Amaltheidae,#80C5DD
11115,Amaltheus margaritatus,Pliensbachian,-0.023362973,0.015877765,-0.011677454,15,0.361333333,0.410666667,0.282666667,304.875,186.75,Ammonitida,Amaltheidae,#80C5DD
11117,Amaltheus margaritatus,Pliensbachian,-0.109620307,0.161148468,-0.0256614,68.7,0.195342067,0.416739447,0.248762737,15834.55995,186.75,Ammonitida,Amaltheidae,#80C5DD
11118,Amaltheus gibbosus,Pliensbachian,-0.133441575,0.060711062,0.025526961,66.91,0.254969362,0.414736213,0.347332237,19094.18365,186.75,Ammonitida,Amaltheidae,#80C5DD
11119,Amaltheus margaritatus,Pliensbachian,-0.068303819,0.073468699,0.023482262,28.65,0.288656195,0.443280977,0.297731239,1697.050519,186.75,Ammonitida,Amaltheidae,#80C5DD
11120,Amaltheus margaritatus,Pliensbachian,-0.083275713,0.103938723,0.023344581,36.26,0.255929399,0.448152234,0.290126862,3050.307232,186.75,Ammonitida,Amaltheidae,#80C5DD
11122,Amaltheus margaritatus,Pliensbachian,-0.105930154,0.125267715,0.016098009,37.44,0.224893162,0.440705128,0.288728632,2950.691328,186.75,Ammonitida,Amaltheidae,#80C5DD
11123,Amaltheus margaritatus,Pliensbachian,-0.134452525,0.141408198,0.039347911,38.91,0.194037522,0.454895914,0.310203033,2857.652539,186.75,Ammonitida,Amaltheidae,#80C5DD
11129,Pleuroceras transiens,Pliensbachian,-0.146165111,0.06358552,-0.010152293,36.29,0.244144392,0.380545605,0.334802976,2917.075482,186.75,Ammonitida,Amaltheidae,#80C5DD
11130,Pleuroceras transiens,Pliensbachian,-0.174471706,0.051172858,-0.019312559,38.58,0.234577501,0.357179886,0.354847071,3367.542105,186.75,Ammonitida,Amaltheidae,#80C5DD
11133,Pleuroceras transiens,Pliensbachian,-0.085699187,0.028406679,0.00052489,20.73,0.310660878,0.400868307,0.321755909,691.869969,186.75,Ammonitida,Amaltheidae,#80C5DD
11134,Pleuroceras transiens,Pliensbachian,-0.11090398,0.093346096,0.00778562,20.7,0.245410628,0.420289855,0.30531401,544.1823,186.75,Ammonitida,Amaltheidae,#80C5DD
11135,Amaltheus margaritatus,Pliensbachian,-0.114941616,0.109747679,-8.41E-05,51.95,0.230413859,0.417901829,0.294513956,8076.166481,186.75,Ammonitida,Amaltheidae,#80C5DD
11136,Pleuroceras spinatum,Pliensbachian,-0.200782437,-0.023030783,-0.003007238,50.86,0.272709398,0.334054267,0.421745969,8969.519563,186.75,Ammonitida,Amaltheidae,#80C5DD
11137,Pleuroceras solare,Pliensbachian,-0.165671778,-0.015924837,-0.035579031,37.66,0.290493893,0.322889007,0.378120021,3878.983766,186.75,Ammonitida,Amaltheidae,#80C5DD
11140,Pleuroceras solare,Pliensbachian,-0.12534037,0.073388393,-0.006813697,37.94,0.250658935,0.395097522,0.317870322,3422.277159,186.75,Ammonitida,Amaltheidae,#80C5DD
11142,Pleuroceras solare,Pliensbachian,-0.163475791,0.078604843,-0.000589518,36.03,0.221482098,0.387177352,0.342492367,2589.830996,186.75,Ammonitida,Amaltheidae,#80C5DD
11143,Pleuroceras solare,Pliensbachian,-0.213771872,-0.005259519,-0.001828027,37.32,0.250803859,0.336280815,0.420685959,3259.110816,186.75,Ammonitida,Amaltheidae,#80C5DD
11145,Pleuroceras spinatum,Pliensbachian,-0.250583872,-0.075335665,-0.011077744,58.16,0.278713893,0.288858322,0.478335626,13707.92814,186.75,Ammonitida,Amaltheidae,#80C5DD
11148,Neocrimites meridionalis,Artinskian,0.230337965,-0.125957072,-0.008908479,34.6,0.63583815,0.462427746,0.202312139,6584.38,284.7,Goniatitida,Adrianitidae,#E37B68
11149,Archboldiceras lobulatum,Artinskian,-0.020240356,-0.198386067,0.014171027,21,0.523809524,0.357142857,0.414285714,1212.75,284.7,Goniatitida,Spirolegoceratidae,#E37B68
11150,Archboldiceras lobulatum,Artinskian,-0.080494161,-0.130275176,0.049152179,28.4,0.433098592,0.387323944,0.433098592,2480.172,284.7,Goniatitida,Spirolegoceratidae,#E37B68
11151,Archboldiceras lobulatum,Artinskian,-0.062026121,-0.174453226,0.027949991,23,0.47826087,0.360869565,0.434782609,1454.75,284.7,Goniatitida,Spirolegoceratidae,#E37B68
11152,Archboldiceras lobulatum,Artinskian,-0.135049372,-0.105597678,-0.052140068,45,0.377777778,0.288888889,0.4,8606.25,284.7,Goniatitida,Spirolegoceratidae,#E37B68
11159,Genuclymenia keepitensis,Famennian,-0.120101417,0.06311554,0.006503317,16.8,0.261904762,0.404761905,0.327380952,310.464,365.55,Clymeniida,Cymaclymeniidae,#F2EDC5
11160,Genuclymenia keepitensis,Famennian,-0.13790909,0.069615444,0.03398173,16.3,0.245398773,0.423312883,0.349693252,265.69,365.55,Clymeniida,Cymaclymeniidae,#F2EDC5
11161,Platyclymenia (Platyclymenia) annulata,Famennian,-0.274960099,-0.154949031,0.068336808,21.7,0.322580645,0.31797235,0.580645161,824.0575,365.55,Clymeniida,Platyclymeniidae,#F2EDC5
11162,Platyclymenia (Platyclymenia) alterna,Famennian,-0.298417117,-0.001147827,-0.009468454,23.5,0.191489362,0.29787234,0.468085106,621.28125,365.55,Clymeniida,Platyclymeniidae,#F2EDC5
11163,Sporadoceras (Sporadoceras) inflexum,Famennian,0.051542956,0.242633848,-0.214898154,45.8,0.240174672,0.349344978,2.18E-05,5768.51,365.55,Goniatitida,Sporadoceratidae,#F2EDC5
11164,Platyclymenia (Platyclymenia) teicherti,Famennian,-0.321101938,-0.059327604,-0.000145131,25,0.22,0.276,0.52,859.375,365.55,Clymeniida,Platyclymeniidae,#F2EDC5
11165,Platyclymenia (Platyclymenia) teicherti,Famennian,-0.364394233,-0.094297749,-0.003601642,23,0.217391304,0.243478261,0.565217391,661.25,365.55,Clymeniida,Platyclymeniidae,#F2EDC5
11167,Gastrioceras williamsi,Roadian,0.151888437,-0.071814824,0.023509301,23,0.543478261,0.47826087,0.239130435,1653.125,270.55,Goniatitida,Gastrioceratidae,#FB8069
11168,Pseudovidrioceras girtyi,Roadian,0.224354134,0.104987918,-0.030264665,15.25,0.459016393,0.524590164,0.06557377,406.984375,270.55,Goniatitida,Marathonitidae,#FB8069
11169,Uraloceras involutum,Artinskian,-0.103755742,-0.109522245,-0.00552947,56,0.401785714,0.339285714,0.407142857,17640,284.7,Goniatitida,Paragastrioceratidae,#E37B68
